index,id,Unnamed: 0,patch,msg,enhanced_comment
5492,13439,184,"@@ -0,0 +1,18 @@
+/* global dom */
+
+/**
+ * Get all descendents that are focusable from a given node
+ * @method getFocusableElements
+ * @memberof axe.commons.dom
+ * @instance
+ * @param  {Object} virtualNode The virtualNode to assess
+ * @return {Boolean}
+ */
+dom.getFocusableElements = function getFocusableElements(virtualNode) {
+	const descendents = axe.utils.querySelectorAll(virtualNode, '*');
+	const focusableElms = descendents.filter(({ actualNode: el }) => {
+		const isElFocusable = dom.isFocusable(el);
+		return isElFocusable;
+	});
+	return focusableElms;
+};",No need for this variable.,The `focusableElms` variable is unnecessary in the function. The function can be simplified by directly returning the filtered array of focusable elements without assigning it to a temporary variable. This reduces complexity and improves readability.
8514,18070,185,"@@ -1,8 +1,10 @@
+import {CREDENTIALS} from ""../config.func"";
+
 module.exports = function(server) {
 
     test('who am I?', () => {
       return server.whoami().then(function (username) {
-        expect(username).toMatch('test');
+        expect(username).toMatch(CREDENTIALS.user);
       });
     });
 ",Filename can be `config.functional`,Filename should be `config.func`.
1903,10224,186,"@@ -214,7 +214,7 @@ describe('Components', () => {
 
 		let good, bad;
 		let root = render(<GoodContainer ref={c=>good=c} />, scratch);
-		expect(scratch.innerText, 'new component with key present').to.equal('A\nB');
+		expect(scratch.textContent, 'new component with key present').to.equal('AB');
 		expect(Comp.prototype.componentWillMount).to.have.been.calledTwice;
 		expect(sideEffect).to.have.been.calledTwice;
 ",I wonder why the newline disappeared here? I guess we'll merge and see how SauceLabs fares across the supported browsers.,"The newline in `scratch.innerText` was replaced with a space in `expect(scratch.textContent, 'new component with key present').to.equal('AB');`. This change might affect cross-browser compatibility. We should verify if SauceLabs passes across all supported browsers after merging."
5582,11790,187,"@@ -0,0 +1,13 @@
+/**
+ * Returns the tagName,
+ * if it is a HTMLElement it gets lowercased
+ * @param  {Element} node element
+ * @return {String}       normalized tagName
+ */
+axe.utils.getTagName = function(node) {
+	if (node.namespaceURI === 'http://www.w3.org/1999/xhtml') {
+		return node.tagName.toLowerCase();
+	}
+
+	return node.tagName;
+};",I'm not sure what the value of this is. So far we've solved this by always doing `tagName.toUpperCase()` for everything. I think we should stick with this.,"The current implementation of `axe.utils.getTagName` normalizes the tagName based on whether it belongs to the XHTML namespace, returning lowercase if so and unchanged otherwise. This approach is different from the previous method of always converting tagNames to uppercase. It ensures that the tagName is returned in a consistent case format, which can be useful for further processing or comparisons. Given this context, I suggest we proceed with this implementation as it provides a more accurate representation of the tagName's original case while handling XHTML specifically."
1189,15739,188,"@@ -142,7 +142,11 @@ class EditorManager {
 
     if (editorClass) {
       this.activeEditor = getEditorInstance(editorClass, this.instance);
+      this.activeEditor.row = row; // pre-preparation needed by getEditedCell
+      this.activeEditor.col = col;
       const td = this.activeEditor.getEditedCell();
+      this.activeEditor.row = null; // restore the un-initialized state
+      this.activeEditor.col = null;
       this.activeEditor.prepare(row, col, prop, td, originalValue, cellProperties);
 
     } else {",Maybe we can use `this.instance.getCell` with `topMost` flag to get `TD` element?,Perhaps utilizing `this.instance.getCell` with the `topMost` flag could be employed to obtain the `TD` element?
6840,14227,189,"@@ -57,8 +57,10 @@ module Selenium
     #
     # @return [Driver]
     #
-    # @see Selenium::WebDriver::Remote::Bridge
+    # @see Selenium::WebDriver::Remote::OSSBridge
+    # @see Selenium::WebDriver::Remote::W3CBridge
     # @see Selenium::WebDriver::Firefox::Bridge
+    # @see Selenium::WebDriver::Firefox::W3CBridge
     # @see Selenium::WebDriver::IE::Bridge
     # @see Selenium::WebDriver::Edge::Bridge
     # @see Selenium::WebDriver::Chrome::Bridge",Maybe call it `WireBridge`?,Consider renaming the bridge class to `WireBridge` for clarity.
3281,7808,190,"@@ -33,7 +33,7 @@ export default Controller.extend(SettingsSaveMixin, {
     }),
 
     iconImageSource: computed('model.icon', function () {
-        return this.get('model.icon') || '';
+        return this.get('model.icon') || '/favicon.ico';
     }),
 
     coverImageSource: computed('model.cover', function () {","So I haven't tested this - but since the icon location is just directly dumped into the img _src_ attribute, won't this cause issues with Ghost blogs in a subdirectory? If I'm misunderstanding what the purpose of the default is then let me know  ","Since the icon location is directly assigned to the `img` element's `_src_` attribute, this could lead to issues on Ghost blogs hosted in a subdirectory. A default value of `/favicon.ico` should be provided to ensure proper functionality."
7043,14132,191,"@@ -6,7 +6,7 @@ var attr,
 	attrName,
 	allowed,
 	role = node.getAttribute('role'),
-	attrs = node.attributes;
+	attrs = axe.utils.getNodeAttributes(node);
 
 if (!role) {
 	role = axe.commons.aria.implicitRole(node);","suggestion: if we perhaps make `attributes` a getter in `virtualNode`, it does look seamless to access the property, same as what we have done for `isFocusable` or `tabbableElements`. `node.attributes` can become `virtualNode.attributes`","Consider refactoring `attributes` to be a getter in `virtualNode`, allowing seamless access similar to `isFocusable` and `tabbableElements`. This change will streamline the code by enabling direct access via `virtualNode.attributes`. "
9280,30935,192,"@@ -1,3 +1,4 @@
+/* eslint-disable sitekit/camelcase-acronyms */
 /**
  * Profile Select component tests.
  *","I don't think we should have file-wide exceptions for this rule, let's annotate the individual instances.",File-wide eslint-disable comments are unnecessary here; please remove them and apply camelCase to acronyms in each instance.
6733,40481,193,"@@ -0,0 +1,6 @@
+const jestConfig = require( './jest.config' );
+
+module.exports = {
+	...jestConfig,
+	testMatch: [ '<rootDir>/.storybook/?(*.)test.js' ],
+};",This seemed like the easiest solution We need to include this path in `testMatch` to run the test AFAIK *BUT* we don't want this test ran when running them all normally I'm sure there are other ways to do this!,"Added `jest.config.js` file to configure Jest. Updated `module.exports` to include the path for Storybook tests in `testMatch`, ensuring they run only when Storybook tests are executed, not during normal test suites. This approach maintains the separation of concerns and allows targeted test execution based on the context."
2139,35316,194,"@@ -43,13 +43,16 @@ import { isZeroReport } from '../../modules/search-console/util/is-zero-report';
 import sumObjectListValue from '../../util/sum-object-list-value';
 const { useSelect } = Data;
 
+// reportArgs is declared in this higher scope so that it can be used by hasData.
+let reportArgs;
+
 const AdminBarClicks = ( { className } ) => {
 	const url = useSelect( ( select ) => select( CORE_SITE ).getCurrentEntityURL() );
 	const { compareStartDate, endDate } = useSelect( ( select ) => select( CORE_USER ).getDateRangeDates( {
 		compare: true,
 		offsetDays: DATE_RANGE_OFFSET,
 	} ) );
-	const reportArgs = {
+	reportArgs = {
 		startDate: compareStartDate,
 		endDate,
 		dimensions: 'date',","Instead of doing this let's add another function similar to `hasZeroData` for selecting the `reportArgs` since this is all sourced from selected values. Then `hasZeroData` can use this internally, as well as the component itself. Since this function would be internal just for the purpose of avoiding duplication, we don't need to expose it on the component the same way though.","We should create another internal function similar to `hasZeroData` for selecting the `reportArgs`, which will encapsulate the logic for retrieving and formatting these values. This approach avoids duplication and makes the code cleaner. The new function can be used internally by both `hasZeroData` and the component itself, without exposing it on the component."
9691,10955,195,"@@ -24,6 +24,8 @@ describe('th-has-data-cells', function () {
 			'<table>' +
 			'  <tr> <th>hi</th> <td>hello</td> </tr>' +
 			'  <tr> <th>hi</th> <td>hello</td> </tr>' +
+			'  <tr> <td>hello</td> <th>hi</th> </tr>' +
+			'  <tr> <td>hello</td> <th>hi</th> </tr>' +
 			'</table>';
 
 		var node = fixture.querySelector('table');","Last time I checked, this technique did not work on all major screen reader - browser combinations. What screen readers have you tested?",Previous testing indicated that the current technique failed across various screen reader-browser combinations. Have these techniques been evaluated with multiple screen readers?
3981,14581,196,"@@ -1268,7 +1268,13 @@ var AppRouter = Backbone.Router.extend({
         }
 
         // Init sidebar based on the current url
-        self.sidebar.init();
+        if (countlyVue.sideBarComponent) {
+            var selectedMenuItem = countlyVue.sideBarComponent.$store.getters[""countlySidebar/getSelectedMenuItem""];
+            var currLink = ""#"" + Backbone.history.fragment;
+            if (selectedMenuItem.item.url !== currLink) {
+                countlyVue.sideBarComponent.$store.dispatch(""countlySidebar/updateSelectedMenuItem"", null);
+            }
+        }
     },
     sidebar: {
         init: function() {","Instead of setting it to null, i think lets set it to {}","In the code patch, replace `self.sidebar.init();` with an conditional check for `countlyVue.sideBarComponent`. If it exists, retrieve the selected menu item and compare its URL with the current fragment. If they do not match, dispatch an action to update the selected menu item to null."
